prod_log_id,date,shift_id,line_id,sku,planned_units,actual_units,planned_runtime_mins,actual_runtime_mins,downtime_mins,downtime_reason,ideal_cycle_time_sec,planned_operators,actual_operators,overtime_hours
1943,2024-02-16,1,3,IND-BAT-001,836,657,450,349,101,MANPOWER_SHORT,28,5,4,3.3
1944,2024-02-16,2,3,IND-BAT-001,836,706,450,396,54,MATERIAL_SHORTAGE_INTERNAL,28,5,4,3.2
1945,2024-02-17,1,1,IND-COB-001,1064,716,450,313,137,PCB_SHORTAGE_SUPPLIER,22,8,6,3.5
1946,2024-02-17,1,2,OUT-FLD-001,425,388,450,442,8,,55,6,5,0.0
1947,2024-02-17,1,3,IND-BAT-001,836,751,450,391,59,,28,5,4,0.0
1948,2024-02-19,1,1,IND-COB-001,1064,962,450,423,27,,22,8,7,1.2
1949,2024-02-19,2,1,IND-COB-001,1064,803,450,392,58,MANPOWER_SHORT,22,8,6,0.0
1950,2024-02-19,1,2,OUT-STR-001,325,263,450,369,81,CHANGEOVER,72,6,5,0.0
1951,2024-02-19,2,2,OUT-STR-001,325,291,450,420,30,,72,6,5,0.0
1952,2024-02-19,1,3,IND-BAT-001,836,767,450,436,14,,28,5,4,2.3
1953,2024-02-19,2,3,IND-BAT-001,836,695,450,426,24,,28,5,4,1.6
1954,2024-02-20,1,1,IND-COB-001,1064,979,450,397,53,MACHINE_FAULT,22,8,8,0.0
1955,2024-02-20,2,1,IND-COB-001,1064,931,450,436,14,,22,8,7,0.0
1956,2024-02-20,1,2,OUT-STR-001,325,306,450,438,12,,72,6,5,2.3
1957,2024-02-20,2,2,OUT-STR-001,325,240,450,354,96,MANPOWER_SHORT,72,6,5,1.9
1958,2024-02-20,1,3,IND-BAT-001,836,746,450,420,30,,28,5,4,3.0
1959,2024-02-20,2,3,IND-COB-001,1064,889,450,378,72,CHANGEOVER,22,5,5,0.0
1960,2024-02-21,1,1,IND-COB-001,1064,937,450,430,20,,22,8,6,4.2
1961,2024-02-21,2,1,IND-COB-001,1064,497,450,216,234,LED_CHIP_SHORTAGE_SUPPLIER,22,8,6,0.0
1962,2024-02-21,1,2,OUT-STR-001,325,258,450,369,81,MATERIAL_SHORTAGE_INTERNAL,72,6,5,0.9
1963,2024-02-21,2,2,OUT-STR-001,325,263,450,370,80,MANPOWER_SHORT,72,6,5,0.0
1964,2024-02-21,1,3,IND-COB-001,1064,550,450,251,199,PCB_SHORTAGE_SUPPLIER,22,5,4,4.8
1965,2024-02-21,2,3,IND-COB-001,1064,774,450,344,106,POWER_OUTAGE,22,5,4,0.0
1966,2024-02-22,1,1,IND-COB-001,1064,913,450,365,85,QUALITY_HOLD,22,8,7,0.8
1967,2024-02-22,2,1,IND-COB-001,1064,1040,450,428,22,,22,8,7,2.3
1968,2024-02-22,1,2,OUT-STR-001,325,313,450,430,20,,72,6,5,0.0
1969,2024-02-22,2,2,OUT-STR-001,325,252,450,403,47,SCHEDULE_CHANGE_MGMT,72,6,4,0.0
1970,2024-02-22,1,3,IND-COB-001,1064,885,450,400,50,QUALITY_HOLD,22,5,4,0.0
1971,2024-02-22,2,3,IND-COB-001,1064,890,450,413,37,,22,5,4,1.1
1972,2024-02-23,1,1,IND-BLB-001,1950,1526,450,372,78,CHANGEOVER,12,8,6,0.0
1973,2024-02-23,2,1,IND-BLB-001,1950,1461,450,355,95,MANPOWER_SHORT,12,8,6,0.0
1974,2024-02-23,1,2,IND-PAN-001,616,247,450,189,261,CHANGEOVER,38,6,5,0.0
1975,2024-02-23,2,2,IND-PAN-001,616,555,450,423,27,,38,6,5,0.0
1976,2024-02-23,1,3,IND-COB-001,1064,624,450,269,181,PCB_SHORTAGE_SUPPLIER,22,5,4,4.5
1977,2024-02-23,2,3,IND-COB-001,1064,857,450,415,35,,22,5,4,0.0
1978,2024-02-24,1,1,IND-BLB-001,1950,1892,450,424,26,,12,8,6,5.5
1979,2024-02-24,1,2,IND-PAN-001,616,552,450,421,29,,38,6,5,0.0
1980,2024-02-24,1,3,OUT-STR-001,325,269,450,384,66,CHANGEOVER,72,5,4,1.7
1981,2024-02-26,1,1,IND-BLB-001,1950,1853,450,432,18,,12,8,6,0.0
1982,2024-02-26,2,1,IND-BLB-001,1950,1510,450,368,82,LED_CHIP_SHORTAGE_SUPPLIER,12,8,7,0.0
1983,2024-02-26,1,2,IND-PAN-001,616,506,450,400,50,SCHEDULE_CHANGE_MGMT,38,6,5,3.5
1984,2024-02-26,2,2,IND-PAN-001,616,503,450,412,38,,38,6,5,2.0
1985,2024-02-26,1,3,OUT-STR-001,325,308,450,422,28,,72,5,4,0.0
1986,2024-02-26,2,3,OUT-STR-001,325,272,450,399,51,SCHEDULE_CHANGE_MGMT,72,5,4,3.6
1987,2024-02-27,1,1,IND-BLB-001,1950,1714,450,420,30,,12,8,7,1.5
1988,2024-02-27,2,1,IND-BLB-001,1950,1825,450,437,13,,12,8,7,2.7
1989,2024-02-27,1,2,IND-PAN-001,616,512,450,385,65,MANPOWER_SHORT,38,6,5,0.0
1990,2024-02-27,2,2,IND-PAN-001,616,492,450,369,81,MATERIAL_SHORTAGE_INTERNAL,38,6,5,1.5
1991,2024-02-27,1,3,OUT-STR-001,325,198,450,270,180,LED_CHIP_SHORTAGE_SUPPLIER,72,5,4,0.0
1992,2024-02-27,2,3,OUT-STR-001,325,292,450,412,38,,72,5,4,0.0
1993,2024-02-28,1,1,IND-BLB-001,1950,1381,450,344,106,MANPOWER_SHORT,12,8,6,0.0
1994,2024-02-28,2,1,IND-BAT-001,836,522,450,278,172,CHANGEOVER,28,8,7,1.0
1995,2024-02-28,1,2,IND-PAN-001,616,578,450,438,12,,38,6,5,2.9
1996,2024-02-28,2,2,IND-PAN-001,616,572,450,429,21,,38,6,5,0.0
1997,2024-02-28,1,3,OUT-STR-001,325,276,450,414,36,,72,5,4,0.0
1998,2024-02-28,2,3,IND-WGL-001,668,554,450,373,77,CHANGEOVER,35,5,4,1.9
1999,2024-02-29,1,1,IND-BAT-001,836,665,450,392,58,SCHEDULE_CHANGE_MGMT,28,8,6,0.0
2000,2024-02-29,2,1,IND-BAT-001,836,726,450,426,24,,28,8,7,0.0
2001,2024-02-29,1,2,IND-WGL-001,668,489,450,352,98,CHANGEOVER,35,6,5,0.0
2002,2024-02-29,2,2,IND-WGL-001,668,552,450,388,62,MATERIAL_SHORTAGE_INTERNAL,35,6,6,0.0
2003,2024-02-29,1,3,IND-WGL-001,668,629,450,431,19,,35,5,5,0.0
2004,2024-02-29,2,3,IND-WGL-001,668,580,450,385,65,SCHEDULE_CHANGE_MGMT,35,5,4,0.0
2005,2024-03-01,1,1,IND-BAT-001,836,716,450,425,25,,28,8,7,1.0
2006,2024-03-01,2,1,IND-BAT-001,836,670,450,386,64,SCHEDULE_CHANGE_MGMT,28,8,7,0.7
2007,2024-03-01,1,2,IND-WGL-001,668,642,450,446,4,,35,6,6,0.0
2008,2024-03-01,2,2,IND-WGL-001,668,541,450,384,66,SCHEDULE_CHANGE_MGMT,35,6,5,2.7
2009,2024-03-01,1,3,IND-WGL-001,668,449,450,333,117,MANPOWER_SHORT,35,5,4,1.8
2010,2024-03-01,2,3,IND-WGL-001,668,576,450,396,54,MANPOWER_SHORT,35,5,4,3.5
2011,2024-03-02,1,1,IND-BAT-001,836,797,450,438,12,,28,8,7,2.8
2012,2024-03-02,1,2,IND-WGL-001,668,569,450,412,38,,35,6,5,1.0
2013,2024-03-02,1,3,IND-WGL-001,668,466,450,320,130,LED_CHIP_SHORTAGE_SUPPLIER,35,5,4,0.0
2014,2024-03-04,1,1,IND-BAT-001,836,866,450,442,8,,28,8,7,0.7
2015,2024-03-04,2,1,IND-BAT-001,836,813,450,450,0,,28,8,7,0.0
2016,2024-03-04,1,2,IND-COB-001,1064,476,450,228,222,CHANGEOVER,22,6,5,3.6
2017,2024-03-04,2,2,IND-COB-001,1064,794,450,362,88,MANPOWER_SHORT,22,6,5,0.0
2018,2024-03-04,1,3,IND-WGL-001,668,531,450,365,85,MANPOWER_SHORT,35,5,5,0.0
2019,2024-03-04,2,3,IND-WGL-001,668,525,450,370,80,MANPOWER_SHORT,35,5,4,4.2
2020,2024-03-05,1,1,IND-BAT-001,836,781,450,433,17,,28,8,7,0.0
2021,2024-03-05,2,1,IND-BAT-001,836,778,450,423,27,,28,8,6,0.0
2022,2024-03-05,1,2,IND-COB-001,1064,924,450,423,27,,22,6,6,0.0
2023,2024-03-05,2,2,IND-COB-001,1064,808,450,378,72,MATERIAL_SHORTAGE_INTERNAL,22,6,5,3.6
2024,2024-03-05,1,3,IND-WGL-001,668,576,450,433,17,,35,5,4,0.0
2025,2024-03-05,2,3,IND-COB-001,1064,841,450,382,68,CHANGEOVER,22,5,4,3.8
2026,2024-03-06,1,1,IND-HBU-001,360,259,450,340,110,CHANGEOVER,65,8,7,0.0
2027,2024-03-06,2,1,IND-HBU-001,360,299,450,404,46,SCHEDULE_CHANGE_MGMT,65,8,7,0.8
2028,2024-03-06,1,2,IND-HBU-001,360,226,450,304,146,CHANGEOVER,65,6,5,0.0
2029,2024-03-06,2,2,IND-HBU-001,360,285,450,357,93,MANPOWER_SHORT,65,6,5,0.0
2030,2024-03-06,1,3,IND-COB-001,1064,1048,450,432,18,,22,5,5,0.0
2031,2024-03-06,2,3,IND-COB-001,1064,909,450,405,45,CLEANING_MAINTENANCE,22,5,5,0.0
2032,2024-03-07,1,1,IND-HBU-001,360,307,450,394,56,MANPOWER_SHORT,65,8,7,0.0
2033,2024-03-07,2,1,IND-HBU-001,360,305,450,428,22,,65,8,7,0.0
2034,2024-03-07,1,2,IND-HBU-001,360,304,450,394,56,MACHINE_FAULT,65,6,5,0.0
2035,2024-03-07,2,2,OUT-STR-001,325,240,450,366,84,CHANGEOVER,72,6,5,1.0
2036,2024-03-07,1,3,IND-COB-001,1064,1047,450,430,20,,22,5,4,4.1
2037,2024-03-07,2,3,IND-COB-001,1064,735,450,317,133,PCB_SHORTAGE_SUPPLIER,22,5,5,0.0
2038,2024-03-08,1,1,IND-EPL-001,557,470,450,411,39,CHANGEOVER,42,8,6,0.0
2039,2024-03-08,2,1,IND-EPL-001,557,521,450,440,10,,42,8,7,0.0
2040,2024-03-08,1,2,OUT-STR-001,325,295,450,416,34,,72,6,5,0.0
2041,2024-03-08,2,2,OUT-STR-001,325,304,450,422,28,,72,6,5,4.1
2042,2024-03-08,1,3,IND-HBU-001,360,296,450,382,68,CHANGEOVER,65,5,4,3.8
2043,2024-03-08,2,3,IND-HBU-001,360,307,450,431,19,,65,5,4,0.0
2044,2024-03-09,1,1,IND-EPL-001,557,478,450,375,75,MATERIAL_SHORTAGE_INTERNAL,42,8,7,0.0
2045,2024-03-09,1,2,OUT-STR-001,325,304,450,437,13,,72,6,6,0.0
2046,2024-03-09,1,3,IND-HBU-001,360,330,450,425,25,,65,5,4,2.2
2047,2024-03-11,1,1,IND-EPL-001,557,518,450,424,26,,42,8,7,3.0
2048,2024-03-11,2,1,IND-BAT-001,836,709,450,394,56,CHANGEOVER,28,8,7,1.1
2049,2024-03-11,1,2,OUT-STR-001,325,282,450,421,29,MATERIAL_SHORTAGE_INTERNAL,72,6,5,2.7
2050,2024-03-11,2,2,OUT-STR-001,325,221,450,329,121,POWER_OUTAGE,72,6,5,0.0
2051,2024-03-11,1,3,IND-HBU-001,360,253,450,345,105,MANPOWER_SHORT,65,5,4,3.5
2052,2024-03-11,2,3,IND-HBU-001,360,322,450,432,18,,65,5,4,3.5
2053,2024-03-12,1,1,IND-BAT-001,836,776,450,445,5,,28,8,7,2.9
2054,2024-03-12,2,1,IND-BAT-001,836,680,450,387,63,MATERIAL_SHORTAGE_INTERNAL,28,8,7,0.0
2055,2024-03-12,1,2,OUT-FLD-001,425,258,450,292,158,CHANGEOVER,55,6,5,2.3
2056,2024-03-12,2,2,OUT-FLD-001,425,408,450,420,30,,55,6,5,0.0
2057,2024-03-12,1,3,IND-HBU-001,360,322,450,419,31,,65,5,5,0.0
2058,2024-03-12,2,3,IND-HBU-001,360,326,450,435,15,,65,5,5,0.0
2059,2024-03-13,1,1,IND-BAT-001,836,688,450,411,39,SCHEDULE_CHANGE_MGMT,28,8,7,0.0
2060,2024-03-13,2,1,IND-BAT-001,836,613,450,356,94,MANPOWER_SHORT,28,8,6,4.9
2061,2024-03-13,1,2,OUT-FLD-001,425,317,450,374,76,MANPOWER_SHORT,55,6,5,2.8
2062,2024-03-13,2,2,OUT-FLD-001,425,364,450,418,32,,55,6,5,1.6
2063,2024-03-13,1,3,IND-PAN-001,616,399,450,318,132,CHANGEOVER,38,5,4,3.1
2064,2024-03-13,2,3,IND-PAN-001,616,569,450,414,36,,38,5,4,4.0
2065,2024-03-14,1,1,IND-BAT-001,836,740,450,435,15,,28,8,8,0.0
2066,2024-03-14,2,1,IND-BAT-001,836,708,450,416,34,,28,8,7,0.0
2067,2024-03-14,1,2,OUT-FLD-001,425,241,450,268,182,LED_CHIP_SHORTAGE_SUPPLIER,55,6,5,4.0
2068,2024-03-14,2,2,IND-BLB-001,1950,1394,450,327,123,CHANGEOVER,12,6,5,4.1
2069,2024-03-14,1,3,IND-PAN-001,616,591,450,430,20,,38,5,5,0.0
2070,2024-03-14,2,3,IND-PAN-001,616,501,450,407,43,SCHEDULE_CHANGE_MGMT,38,5,5,0.0
2071,2024-03-15,1,1,IND-BAT-001,836,809,450,441,9,,28,8,7,0.0
2072,2024-03-15,2,1,IND-BAT-001,836,801,450,417,33,MATERIAL_SHORTAGE_INTERNAL,28,8,7,0.0
2073,2024-03-15,1,2,IND-BLB-001,1950,1486,450,351,99,MANPOWER_SHORT,12,6,5,0.0
2074,2024-03-15,2,2,IND-BLB-001,1950,1661,450,397,53,MATERIAL_SHORTAGE_INTERNAL,12,6,6,0.0
2075,2024-03-15,1,3,IND-PAN-001,616,574,450,424,26,,38,5,4,0.0
2076,2024-03-15,2,3,IND-PAN-001,616,565,450,415,35,CLEANING_MAINTENANCE,38,5,4,3.4
2077,2024-03-16,1,1,IND-BAT-001,836,818,450,429,21,,28,8,7,0.0
2078,2024-03-16,1,2,IND-HBU-001,360,273,450,359,91,CHANGEOVER,65,6,5,4.0
2079,2024-03-16,1,3,IND-PAN-001,616,544,450,416,34,,38,5,4,2.6
2080,2024-03-18,1,1,IND-EPL-001,557,432,450,341,109,CHANGEOVER,42,8,7,1.1
2081,2024-03-18,2,1,IND-EPL-001,557,506,450,403,47,MANPOWER_SHORT,42,8,7,0.9
2082,2024-03-18,1,2,IND-HBU-001,360,282,450,331,119,MANPOWER_SHORT,65,6,5,3.6
2083,2024-03-18,2,2,IND-HBU-001,360,332,450,434,16,,65,6,5,2.9
2084,2024-03-18,1,3,IND-PAN-001,616,519,450,407,43,SCHEDULE_CHANGE_MGMT,38,5,4,0.0
2085,2024-03-18,2,3,IND-PAN-001,616,536,450,401,49,QUALITY_HOLD,38,5,5,0.0
2086,2024-03-19,1,1,IND-EPL-001,557,535,450,436,14,,42,8,7,0.0
2087,2024-03-19,2,1,IND-EPL-001,557,388,450,353,97,MANPOWER_SHORT,42,8,6,2.6
2088,2024-03-19,1,2,IND-HBU-001,360,311,450,425,25,,65,6,5,0.0
2089,2024-03-19,2,2,OUT-FLD-001,425,273,450,321,129,CHANGEOVER,55,6,5,3.0
2090,2024-03-19,1,3,IND-BAT-001,836,567,450,326,124,CHANGEOVER,28,5,4,0.0
2091,2024-03-19,2,3,IND-BAT-001,836,730,450,405,45,SCHEDULE_CHANGE_MGMT,28,5,4,0.0
2092,2024-03-20,1,1,IND-EPL-001,557,499,450,421,29,,42,8,7,0.0
2093,2024-03-20,2,1,IND-EPL-001,557,551,450,426,24,,42,8,7,0.0
2094,2024-03-20,1,2,OUT-FLD-001,425,398,450,435,15,,55,6,5,0.0
2095,2024-03-20,2,2,OUT-FLD-001,425,364,450,387,63,SCHEDULE_CHANGE_MGMT,55,6,5,3.2
2096,2024-03-20,1,3,IND-BAT-001,836,561,450,334,116,MANPOWER_SHORT,28,5,5,0.0
2097,2024-03-20,2,3,IND-BAT-001,836,712,450,411,39,QUALITY_HOLD,28,5,5,0.0
2098,2024-03-21,1,1,IND-EPL-001,557,505,450,434,16,,42,8,7,0.0
2099,2024-03-21,2,1,IND-HBU-001,360,225,450,310,140,CHANGEOVER,65,8,8,0.0
2100,2024-03-21,1,2,OUT-FLD-001,425,367,450,410,40,,55,6,5,3.3
2101,2024-03-21,2,2,OUT-FLD-001,425,333,450,371,79,MANPOWER_SHORT,55,6,5,0.0
2102,2024-03-21,1,3,IND-HBU-001,360,264,450,324,126,CHANGEOVER,65,5,4,4.5
2103,2024-03-21,2,3,IND-HBU-001,360,291,450,390,60,CLEANING_MAINTENANCE,65,5,4,0.0
2104,2024-03-22,1,1,IND-HBU-001,360,316,450,429,21,,65,8,6,5.3
2105,2024-03-22,2,1,IND-HBU-001,360,334,450,444,6,,65,8,7,2.1
2106,2024-03-22,1,2,OUT-FLD-001,425,311,450,335,115,MANPOWER_SHORT,55,6,5,0.0
2107,2024-03-22,2,2,OUT-FLD-001,425,322,450,413,37,,55,6,5,3.1
2108,2024-03-22,1,3,IND-HBU-001,360,315,450,425,25,,65,5,4,0.0
2109,2024-03-22,2,3,IND-HBU-001,360,261,450,391,59,SCHEDULE_CHANGE_MGMT,65,5,4,4.0
2110,2024-03-23,1,1,IND-HBU-001,360,292,450,404,46,,65,8,6,0.0
2111,2024-03-23,1,2,OUT-FLD-001,425,348,450,391,59,MATERIAL_SHORTAGE_INTERNAL,55,6,5,3.0
2112,2024-03-23,1,3,IND-HBU-001,360,322,450,413,37,,65,5,4,1.2
2113,2024-03-25,1,1,IND-HBU-001,360,279,450,380,70,LED_CHIP_SHORTAGE_SUPPLIER,65,8,6,3.1
2114,2024-03-25,2,1,IND-HBU-001,360,312,450,421,29,,65,8,7,3.1
2115,2024-03-25,1,2,OUT-FLD-001,425,350,450,403,47,SCHEDULE_CHANGE_MGMT,55,6,6,0.0
2116,2024-03-25,2,2,OUT-FLD-001,425,354,450,431,19,,55,6,5,1.8
2117,2024-03-25,1,3,IND-HBU-001,360,292,450,363,87,MANPOWER_SHORT,65,5,4,3.6
2118,2024-03-25,2,3,IND-HBU-001,360,245,450,304,146,MANPOWER_SHORT,65,5,4,3.8
2119,2024-03-26,1,1,IND-HBU-001,360,291,450,376,74,MANPOWER_SHORT,65,8,7,2.7
2120,2024-03-26,2,1,IND-HBU-001,360,329,450,424,26,,65,8,7,0.0
2121,2024-03-26,1,2,IND-WGL-001,668,478,450,329,121,CHANGEOVER,35,6,5,0.0
2122,2024-03-26,2,2,IND-WGL-001,668,499,450,355,95,MACHINE_FAULT,35,6,5,1.7
2123,2024-03-26,1,3,IND-HBU-001,360,307,450,378,72,MATERIAL_SHORTAGE_INTERNAL,65,5,4,2.1
2124,2024-03-26,2,3,IND-HBU-001,360,272,450,340,110,POWER_OUTAGE,65,5,4,4.0
2125,2024-03-27,1,1,IND-PAN-001,616,401,450,333,117,CHANGEOVER,38,8,7,0.0
2126,2024-03-27,2,1,IND-PAN-001,616,442,450,349,101,MANPOWER_SHORT,38,8,7,1.3
2127,2024-03-27,1,2,IND-WGL-001,668,649,450,421,29,,35,6,5,1.3
2128,2024-03-27,2,2,IND-WGL-001,668,610,450,423,27,,35,6,6,0.0
2129,2024-03-27,1,3,IND-HBU-001,360,275,450,361,89,MANPOWER_SHORT,65,5,4,3.4
2130,2024-03-27,2,3,IND-WGL-001,668,430,450,333,117,CHANGEOVER,35,5,4,3.3
2131,2024-03-28,1,1,IND-PAN-001,616,582,450,424,26,,38,8,7,1.6
2132,2024-03-28,2,1,IND-PAN-001,616,561,450,426,24,CLEANING_MAINTENANCE,38,8,7,0.0
2133,2024-03-28,1,2,OUT-FLD-001,425,293,450,346,104,CHANGEOVER,55,6,5,2.6
2134,2024-03-28,2,2,OUT-FLD-001,425,392,450,430,20,,55,6,5,4.1
2135,2024-03-28,1,3,IND-WGL-001,668,510,450,373,77,QUALITY_HOLD,35,5,4,0.0
2136,2024-03-28,2,3,IND-WGL-001,668,493,450,356,94,MANPOWER_SHORT,35,5,4,0.0
2137,2024-03-29,1,1,IND-HBU-001,360,349,450,403,47,CHANGEOVER,65,8,7,0.0
2138,2024-03-29,2,1,IND-HBU-001,360,317,450,431,19,,65,8,7,1.9
2139,2024-03-29,1,2,OUT-FLD-001,425,249,450,262,188,LED_CHIP_SHORTAGE_SUPPLIER,55,6,4,2.4
2140,2024-03-29,2,2,OUT-FLD-001,425,387,450,443,7,,55,6,5,0.0
2141,2024-03-29,1,3,IND-WGL-001,668,615,450,398,52,MACHINE_FAULT,35,5,5,0.0
2142,2024-03-29,2,3,IND-WGL-001,668,605,450,425,25,,35,5,4,3.8
2143,2024-03-30,1,1,IND-HBU-001,360,329,450,432,18,,65,8,7,0.9
2144,2024-03-30,1,2,OUT-FLD-001,425,330,450,356,94,MANPOWER_SHORT,55,6,5,0.0
2145,2024-03-30,1,3,IND-WGL-001,668,663,450,408,42,MATERIAL_SHORTAGE_INTERNAL,35,5,5,0.0
2146,2024-04-01,1,1,IND-HBU-001,360,312,450,364,86,MACHINE_FAULT,65,8,7,0.0
2147,2024-04-01,2,1,IND-HBU-001,360,360,450,431,19,,65,8,7,2.6
2148,2024-04-01,1,2,OUT-FLD-001,425,373,450,426,24,,55,6,5,0.0
2149,2024-04-01,2,2,OUT-FLD-001,425,415,450,434,16,,55,6,6,0.0
2150,2024-04-01,1,3,IND-WGL-001,668,607,450,405,45,SCHEDULE_CHANGE_MGMT,35,5,4,3.1
2151,2024-04-01,2,3,IND-COB-001,1064,737,450,344,106,CHANGEOVER,22,5,4,0.0
2152,2024-04-02,1,1,IND-PAN-001,616,484,450,374,76,CHANGEOVER,38,8,7,0.0
2153,2024-04-02,2,1,IND-PAN-001,616,370,450,287,163,PCB_SHORTAGE_SUPPLIER,38,8,7,0.9
2154,2024-04-02,1,2,OUT-FLD-001,425,370,450,387,63,MATERIAL_SHORTAGE_INTERNAL,55,6,5,2.5
2155,2024-04-02,2,2,OUT-FLD-001,425,327,450,369,81,MANPOWER_SHORT,55,6,5,1.6
2156,2024-04-02,1,3,IND-COB-001,1064,768,450,322,128,LED_CHIP_SHORTAGE_SUPPLIER,22,5,4,0.0
2157,2024-04-02,2,3,IND-COB-001,1064,712,450,312,138,MACHINE_FAULT,22,5,5,0.0
2158,2024-04-03,1,1,IND-PAN-001,616,540,450,435,15,,38,8,7,0.0
2159,2024-04-03,2,1,IND-PAN-001,616,591,450,435,15,,38,8,7,2.1
2160,2024-04-03,1,2,IND-EPL-001,557,402,450,348,102,CHANGEOVER,42,6,5,1.7
2161,2024-04-03,2,2,IND-EPL-001,557,487,450,419,31,,42,6,5,1.0
2162,2024-04-03,1,3,IND-EPL-001,557,450,450,358,92,CHANGEOVER,42,5,5,0.0
2163,2024-04-03,2,3,IND-EPL-001,557,500,450,416,34,,42,5,4,1.2
2164,2024-04-04,1,1,IND-PAN-001,616,499,450,361,89,MANPOWER_SHORT,38,8,8,0.0
2165,2024-04-04,2,1,IND-PAN-001,616,553,450,429,21,,38,8,6,0.0
2166,2024-04-04,1,2,IND-EPL-001,557,464,450,425,25,,42,6,5,2.3
2167,2024-04-04,2,2,IND-EPL-001,557,469,450,394,56,MANPOWER_SHORT,42,6,6,0.0
2168,2024-04-04,1,3,IND-EPL-001,557,487,450,419,31,,42,5,5,0.0
2169,2024-04-04,2,3,IND-EPL-001,557,515,450,420,30,,42,5,4,0.0
2170,2024-04-05,1,1,IND-WGL-001,668,526,450,374,76,CHANGEOVER,35,8,7,2.0
2171,2024-04-05,2,1,IND-WGL-001,668,579,450,430,20,,35,8,7,2.3
2172,2024-04-05,1,2,IND-EPL-001,557,472,450,397,53,,42,6,5,2.0
2173,2024-04-05,2,2,IND-EPL-001,557,458,450,379,71,MANPOWER_SHORT,42,6,6,0.0
2174,2024-04-05,1,3,IND-EPL-001,557,450,450,367,83,MANPOWER_SHORT,42,5,4,3.5
2175,2024-04-05,2,3,IND-EPL-001,557,367,450,325,125,PCB_SHORTAGE_SUPPLIER,42,5,4,0.0
2176,2024-04-06,1,1,IND-WGL-001,668,581,450,438,12,,35,8,7,2.1
2177,2024-04-06,1,2,IND-EPL-001,557,534,450,420,30,,42,6,5,0.0
2178,2024-04-06,1,3,IND-EPL-001,557,550,450,444,6,,42,5,5,0.0
2179,2024-04-08,1,1,IND-WGL-001,668,449,450,311,139,MANPOWER_SHORT,35,8,7,1.3
2180,2024-04-08,2,1,IND-WGL-001,668,465,450,317,133,PCB_SHORTAGE_SUPPLIER,35,8,7,1.1
2181,2024-04-08,1,2,IND-PAN-001,616,408,450,333,117,CHANGEOVER,38,6,5,1.5
2182,2024-04-08,2,2,IND-PAN-001,616,498,450,349,101,PCB_SHORTAGE_SUPPLIER,38,6,6,0.0
2183,2024-04-08,1,3,IND-EPL-001,557,507,450,435,15,,42,5,5,0.0
2184,2024-04-08,2,3,IND-EPL-001,557,398,450,360,90,MANPOWER_SHORT,42,5,4,0.0
2185,2024-04-09,1,1,IND-WGL-001,668,599,450,417,33,,35,8,8,0.0
2186,2024-04-09,2,1,IND-WGL-001,668,641,450,429,21,,35,8,7,2.0
2187,2024-04-09,1,2,IND-PAN-001,616,605,450,439,11,,38,6,6,0.0
2188,2024-04-09,2,2,IND-PAN-001,616,553,450,443,7,,38,6,6,0.0
2189,2024-04-09,1,3,OUT-FLD-001,425,311,450,360,90,CHANGEOVER,55,5,4,4.5
2190,2024-04-09,2,3,OUT-FLD-001,425,368,450,407,43,,55,5,4,2.9
2191,2024-04-10,1,1,IND-WGL-001,668,640,450,428,22,,35,8,7,2.8
2192,2024-04-10,2,1,IND-BLB-001,1950,1135,450,274,176,CHANGEOVER,12,8,7,3.1
2193,2024-04-10,1,2,IND-BLB-001,1950,1496,450,331,119,CHANGEOVER,12,6,5,2.4
2194,2024-04-10,2,2,IND-BLB-001,1950,1632,450,392,58,MATERIAL_SHORTAGE_INTERNAL,12,6,5,4.0
2195,2024-04-10,1,3,OUT-FLD-001,425,384,450,424,26,,55,5,4,4.8
2196,2024-04-10,2,3,OUT-FLD-001,425,384,450,438,12,,55,5,4,1.2
2197,2024-04-11,1,1,IND-BLB-001,1950,1863,450,425,25,,12,8,7,2.5
2198,2024-04-11,2,1,IND-BLB-001,1950,1429,450,361,89,MACHINE_FAULT,12,8,6,1.3
2199,2024-04-11,1,2,IND-BLB-001,1950,1765,450,412,38,,12,6,5,0.0
2200,2024-04-11,2,2,IND-BLB-001,1950,1779,450,443,7,,12,6,5,3.3
2201,2024-04-11,1,3,OUT-FLD-001,425,318,450,376,74,MANPOWER_SHORT,55,5,4,0.0
2202,2024-04-11,2,3,OUT-FLD-001,425,292,450,357,93,MANPOWER_SHORT,55,5,4,4.3
2203,2024-04-12,1,1,IND-COB-001,1064,790,450,366,84,CHANGEOVER,22,8,7,0.0
2204,2024-04-12,2,1,IND-COB-001,1064,811,450,387,63,MANPOWER_SHORT,22,8,7,0.7
2205,2024-04-12,1,2,IND-BLB-001,1950,1517,450,369,81,MANPOWER_SHORT,12,6,5,0.0
2206,2024-04-12,2,2,IND-BLB-001,1950,1675,450,417,33,MANPOWER_SHORT,12,6,4,3.6
2207,2024-04-12,1,3,OUT-FLD-001,425,296,450,369,81,QUALITY_HOLD,55,5,4,0.0
2208,2024-04-12,2,3,OUT-FLD-001,425,412,450,431,19,,55,5,5,0.0
2209,2024-04-13,1,1,IND-COB-001,1064,1084,450,428,22,,22,8,7,1.9
2210,2024-04-13,1,2,IND-BLB-001,1950,1543,450,388,62,SCHEDULE_CHANGE_MGMT,12,6,5,0.0
2211,2024-04-13,1,3,OUT-FLD-001,425,302,450,348,102,MANPOWER_SHORT,55,5,4,3.4
